"","date","junctionName","time","primaryDownstreamJunctionSection/downStreamJunctionDestination","primaryDownstreamJunctionSection/upStreamJunctionDestination","primaryDownstreamJunctionSection/links/0/speedLimit","primaryDownstreamJunctionSection/avgSpeed","secondaryUpstreamJunctionSection/downStreamJunctionDestination","secondaryUpstreamJunctionSection/upStreamJunctionDestination","secondaryUpstreamJunctionSection/links/0/speedLimit","secondaryUpstreamJunctionSection/avgSpeed","primaryUpstreamJunctionSection/downStreamJunctionDestination","primaryUpstreamJunctionSection/upStreamJunctionDestination","primaryUpstreamJunctionSection/links/0/speedLimit","primaryUpstreamJunctionSection/avgSpeed","secondaryDownstreamJunctionSection/avgSpeed"
"150",2022-04-06,"J35A","07:30","Barnsley","Chapeltown",70,68.78693,"Limited Access","Hoyland",70,70,"Chapeltown","Sheffield / Rotherham",70,65.24397,70
"151",2022-04-06,"J36","07:30","Barnsley","Barnsley",70,68.2128,"Hoyland","Barnsley",70,70,"Barnsley","Chapeltown",70,68.78693,70
"152",2022-04-06,"J37","07:30","Huddersfield","Barnsley",70,70,"Barnsley","Barnsley",70,70,"Barnsley","Barnsley",70,68.2128,70
"153",2022-04-06,"J38","07:30","Wakefield","Huddersfield",70,68.89132,"Barnsley","Wakefield",70,69.682724,"Huddersfield","Barnsley",70,70,70
"154",2022-04-06,"J39","07:30","Dewsbury / Wakefield","Wakefield",70,65.74107,"Wakefield","Wakefield / Dewsbury",70,69.26798,"Wakefield","Huddersfield",70,68.89132,69.682724
"155",2022-04-06,"J40","07:30","Wakefield","Dewsbury / Wakefield",70,68.291565,"Wakefield / Dewsbury","Wakefield / Morley",70,67.805084,"Dewsbury / Wakefield","Wakefield",70,65.74107,69.26798
"156",2022-04-06,"J41","07:30","Manchester / Hull","Wakefield",70,65.86535,"Wakefield / Morley","Manchester / Hull",70,67.50804,"Wakefield","Dewsbury / Wakefield",70,68.291565,67.805084
"157",2022-04-06,"J42","07:30","Leeds","Manchester / Hull",70,67.18295,"Manchester / Hull","Limited Access",70,63.46393,"Manchester / Hull","Wakefield",70,65.86535,67.50804
"158",2022-04-06,"J43|44","07:30","Limited Access","Leeds",70,65.20138,"Limited Access","Limited Access",70,70,"Leeds","Manchester / Hull",70,67.18295,63.46393
"159",2022-04-06,"J45","07:30","Leeds","Limited Access",70,67.108086,"Limited Access","Leeds / Garforth",70,70,"Limited Access","Leeds",70,65.20138,70
"160",2022-04-06,"J46","07:30","Garforth / A1(M) Interchange","Leeds",70,68.59114,"Leeds / Garforth","Garforth / A1(M) Interchange",70,69.59498,"Leeds","Limited Access",70,67.108086,70
"161",2022-04-06,"J47","07:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,67.72946,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,70,"Garforth / A1(M) Interchange","Leeds",70,68.59114,69.59498
"162",2022-04-06,"J48","07:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,67.72946,70
"163",2022-04-07,"J1","07:30","Limited Access","Brent Cross",70,67.72946,"Brent Cross","Mill Hill",70,49.13785,NA,NA,NA,NA,NA
"164",2022-04-07,"J2","07:30","Limited Access","Limited Access",70,65.62006,"Mill Hill","Edgware",70,66.84961,"Limited Access","Brent Cross",70,67.72946,49.13785
"165",2022-04-07,"J4","07:30","Watford","Limited Access",70,68.5883,"Edgware","Watford",70,70,"Limited Access","Limited Access",70,65.62006,66.84961
"166",2022-04-07,"J5","07:30","St Albans","Watford",70,70,"Watford","St Albans",70,70,"Watford","Limited Access",70,68.5883,70
"167",2022-04-07,"J6","07:30","Limited Access","St Albans",70,63.37986,"St Albans","Heathrow",70,70,"St Albans","Watford",70,70,70
"168",2022-04-07,"J6A","07:30","Limited Access","Limited Access",70,62.57306,"Heathrow","Hemel Hempstead",70,60.89438,"Limited Access","St Albans",70,63.37986,70
"169",2022-04-07,"J7","07:30","Hemel Hempstead","Limited Access",50,61.309414,"Hemel Hempstead","Hemel Hempstead",50,58.16774,"Limited Access","Limited Access",70,62.57306,60.89438
"170",2022-04-07,"J8","07:30","Dunstable","Hemel Hempstead",70,64.48887,"Hemel Hempstead","Harpenden",70,62.130165,"Hemel Hempstead","Limited Access",50,61.309414,58.16774
"171",2022-04-07,"J9","07:30","Luton Airport","Dunstable",70,62.437347,"Harpenden","Luton Airport",70,64.438675,"Dunstable","Hemel Hempstead",70,64.48887,62.130165
"172",2022-04-07,"J10","07:30","Luton","Luton Airport",70,63.31758,"Luton Airport","Luton",70,42.149456,"Luton Airport","Dunstable",70,62.437347,64.438675
"173",2022-04-07,"J11","07:30","Dunstable","Luton",70,62.17447,"Luton","Dunstable",70,19.253216,"Luton","Luton Airport",70,63.31758,42.149456
"174",2022-04-07,"J11A","07:30","Flitwick","Dunstable",70,65.29996,"Dunstable","Flitwick",70,19.945007,"Dunstable","Luton",70,62.17447,19.253216
"175",2022-04-07,"J12","07:30","Milton Keynes","Flitwick",70,62.30775,"Flitwick","Bedford",70,57.16614,"Flitwick","Dunstable",70,65.29996,19.945007
"176",2022-04-07,"J13","07:30","Milton Keynes","Milton Keynes",70,62.13712,"Bedford","Milton Keynes",70,61.906124,"Milton Keynes","Flitwick",70,62.30775,57.16614
"177",2022-04-07,"J14","07:30","Northampton","Milton Keynes",70,56.16864,"Milton Keynes","Northampton",70,56.957684,"Milton Keynes","Milton Keynes",70,62.13712,61.906124
"178",2022-04-07,"J15","07:30","Northampton","Northampton",70,55.762417,"Northampton","Northampton",70,50.41089,"Northampton","Milton Keynes",70,56.16864,56.957684
"179",2022-04-07,"J15A","07:30","Northampton","Northampton",70,57.67627,"Northampton","Northampton",70,52.384357,"Northampton","Northampton",70,55.762417,50.41089
"180",2022-04-07,"J16","07:30","Coventry","Northampton",70,64.159996,"Northampton","Limited Access",70,60.02682,"Northampton","Northampton",70,57.67627,52.384357
"181",2022-04-07,"J17","07:30","Rugby","Coventry",70,69.25041,"Limited Access","Rugby",70,61.515747,"Coventry","Northampton",70,64.159996,60.02682
"182",2022-04-07,"J18","07:30","Birmingham","Rugby",70,68.61729,"Rugby","Birmingham",70,63.611343,"Rugby","Coventry",70,69.25041,61.515747
"183",2022-04-07,"J19","07:30","Lutterworth / Rugby","Birmingham",70,70,"Birmingham","Lutterworth / Rugby",70,66.6373,"Birmingham","Rugby",70,68.61729,63.611343
"184",2022-04-07,"J20","07:30","Leicester","Lutterworth / Rugby",70,69.00643,"Lutterworth / Rugby","Leicester",70,64.899475,"Lutterworth / Rugby","Birmingham",70,70,66.6373
"185",2022-04-07,"J21","07:30","Leicester","Leicester",70,65.10301,"Leicester","Limited Access",70,63.38637,"Leicester","Lutterworth / Rugby",70,69.00643,64.899475
"186",2022-04-07,"J21A","07:30","Coalville / Leicester","Leicester",70,68.103004,"Limited Access","Leicester",70,63.37986,"Leicester","Leicester",70,65.10301,63.38637
"187",2022-04-07,"J22","07:30","Loughborough","Coalville / Leicester",70,61.93461,"Leicester","Loughborough",70,44.528652,"Coalville / Leicester","Leicester",70,68.103004,63.37986
"188",2022-04-07,"J23","07:30","Nottingham / East Mids Airport","Loughborough",70,62.053074,"Loughborough","Birmingham",70,41.159122,"Loughborough","Coalville / Leicester",70,61.93461,44.528652
"189",2022-04-07,"J23A","07:30","Derby","Nottingham / East Mids Airport",70,63.40259,"Birmingham","East Mids Airport / Loughborough",70,63.88295,"Nottingham / East Mids Airport","Loughborough",70,62.053074,41.159122
"190",2022-04-07,"J24","07:30","Derby","Derby",70,63.37986,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,64.00183,"Derby","Nottingham / East Mids Airport",70,63.40259,63.88295
"191",2022-04-07,"J24A","07:30","Nottingham / Derby","Derby",70,61.804256,"East Mids Airport / Loughborough","Nottingham / Derby",70,64.001236,"Derby","Derby",70,63.37986,64.00183
"192",2022-04-07,"J25","07:30","Nottingham","Nottingham / Derby",70,61.50201,"Nottingham / Derby","Nottingham",70,67.14514,"Nottingham / Derby","Derby",70,61.804256,64.001236
"193",2022-04-07,"J26","07:30","Mansfield","Nottingham",70,64.56215,"Nottingham","Nottingham / Langley Mill",70,69.30516,"Nottingham","Nottingham / Derby",70,61.50201,67.14514
"194",2022-04-07,"J27","07:30","Mansfield","Mansfield",70,67.22823,"Nottingham / Langley Mill","Mansfield",70,67.4176,"Mansfield","Nottingham",70,64.56215,69.30516
"195",2022-04-07,"J28","07:30","Chesterfield / Mansfield","Mansfield",70,69.623795,"Mansfield","Mansfield / Chesterfield",70,66.12038,"Mansfield","Mansfield",70,67.22823,67.4176
"196",2022-04-07,"J29","07:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,66.848854,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,67.462166,"Chesterfield / Mansfield","Mansfield",70,69.623795,66.12038
"197",2022-04-07,"J29A","07:30","Sheffield","Chesterfield (E) / Bolsover",70,65.08075,"Chesterfield (E) / Bolsover","Worksop",70,67.21825,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,66.848854,67.462166
"198",2022-04-07,"J30","07:30","Sheffield","Sheffield",70,64.888,"Worksop","Worksop",70,61.205135,"Sheffield","Chesterfield (E) / Bolsover",70,65.08075,67.21825
"199",2022-04-07,"J31","07:30","Doncaster","Sheffield",70,68.46752,"Worksop","Sheffield",70,60.03299,"Sheffield","Sheffield",70,64.888,61.205135
"200",2022-04-07,"J32","07:30","Sheffield Airport / Rotherham","Doncaster",70,63.661343,"Sheffield","Rotherham",70,58.858536,"Doncaster","Sheffield",70,68.46752,60.03299
"201",2022-04-07,"J33","07:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,59.180386,"Rotherham","Sheffield / Rotherham",70,59.653145,"Sheffield Airport / Rotherham","Doncaster",70,63.661343,58.858536
"202",2022-04-07,"J34","07:30","Sheffield / Rotherham","Sheffield / Rotherham",70,66.14145,"Sheffield / Rotherham","Sheffield / Rotherham",70,61.052937,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,59.180386,59.653145
"203",2022-04-07,"J35","07:30","Chapeltown","Sheffield / Rotherham",70,67.72946,"Sheffield / Rotherham","Limited Access",70,67.802155,"Sheffield / Rotherham","Sheffield / Rotherham",70,66.14145,61.052937
"204",2022-04-07,"J35A","07:30","Barnsley","Chapeltown",70,70,"Limited Access","Hoyland",70,65.86535,"Chapeltown","Sheffield / Rotherham",70,67.72946,67.802155
"205",2022-04-07,"J36","07:30","Barnsley","Barnsley",70,67.66066,"Hoyland","Barnsley",70,66.16398,"Barnsley","Chapeltown",70,70,65.86535
"206",2022-04-07,"J37","07:30","Huddersfield","Barnsley",70,64.70995,"Barnsley","Barnsley",70,68.90382,"Barnsley","Barnsley",70,67.66066,66.16398
"207",2022-04-07,"J38","07:30","Wakefield","Huddersfield",70,66.670235,"Barnsley","Wakefield",70,68.65224,"Huddersfield","Barnsley",70,64.70995,68.90382
"208",2022-04-07,"J39","07:30","Dewsbury / Wakefield","Wakefield",70,63.752686,"Wakefield","Wakefield / Dewsbury",70,64.4151,"Wakefield","Huddersfield",70,66.670235,68.65224
"209",2022-04-07,"J40","07:30","Wakefield","Dewsbury / Wakefield",70,59.67362,"Wakefield / Dewsbury","Wakefield / Morley",70,63.798054,"Dewsbury / Wakefield","Wakefield",70,63.752686,64.4151
"210",2022-04-07,"J41","07:30","Manchester / Hull","Wakefield",70,65.84757,"Wakefield / Morley","Manchester / Hull",70,60.672962,"Wakefield","Dewsbury / Wakefield",70,59.67362,63.798054
"211",2022-04-07,"J42","07:30","Leeds","Manchester / Hull",70,62.49139,"Manchester / Hull","Limited Access",70,65.79659,"Manchester / Hull","Wakefield",70,65.84757,60.672962
"212",2022-04-07,"J43|44","07:30","Limited Access","Leeds",70,64.608406,"Limited Access","Limited Access",70,68.752464,"Leeds","Manchester / Hull",70,62.49139,65.79659
"213",2022-04-07,"J45","07:30","Leeds","Limited Access",70,64.001236,"Limited Access","Leeds / Garforth",70,64.49636,"Limited Access","Leeds",70,64.608406,68.752464
"214",2022-04-07,"J46","07:30","Garforth / A1(M) Interchange","Leeds",70,64.29704,"Leeds / Garforth","Garforth / A1(M) Interchange",70,70,"Leeds","Limited Access",70,64.001236,64.49636
"215",2022-04-07,"J47","07:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,65.86535,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,70,"Garforth / A1(M) Interchange","Leeds",70,64.29704,70
"216",2022-04-07,"J48","07:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,65.86535,70
"217",2022-04-08,"J1","07:30","Limited Access","Brent Cross",70,70,"Brent Cross","Mill Hill",70,58.219776,NA,NA,NA,NA,NA
"218",2022-04-08,"J2","07:30","Limited Access","Limited Access",70,70,"Mill Hill","Edgware",70,67.0166,"Limited Access","Brent Cross",70,70,58.219776
"219",2022-04-08,"J4","07:30","Watford","Limited Access",70,70,"Edgware","Watford",70,66.526054,"Limited Access","Limited Access",70,70,67.0166
"220",2022-04-08,"J5","07:30","St Albans","Watford",70,70,"Watford","St Albans",70,62.01899,"Watford","Limited Access",70,70,66.526054
"221",2022-04-08,"J6","07:30","Limited Access","St Albans",70,64.622604,"St Albans","Heathrow",70,70,"St Albans","Watford",70,70,62.01899
"222",2022-04-08,"J6A","07:30","Limited Access","Limited Access",70,63.070805,"Heathrow","Hemel Hempstead",70,55.92341,"Limited Access","St Albans",70,64.622604,70
"223",2022-04-08,"J7","07:30","Hemel Hempstead","Limited Access",50,60.273006,"Hemel Hempstead","Hemel Hempstead",50,56.63642,"Limited Access","Limited Access",70,63.070805,55.92341
"224",2022-04-08,"J8","07:30","Dunstable","Hemel Hempstead",70,66.44556,"Hemel Hempstead","Harpenden",70,55.907997,"Hemel Hempstead","Limited Access",50,60.273006,56.63642
"225",2022-04-08,"J9","07:30","Luton Airport","Dunstable",70,63.94056,"Harpenden","Luton Airport",70,60.02776,"Dunstable","Hemel Hempstead",70,66.44556,55.907997
"226",2022-04-08,"J10","07:30","Luton","Luton Airport",70,64.560326,"Luton Airport","Luton",70,58.40445,"Luton Airport","Dunstable",70,63.94056,60.02776
"227",2022-04-08,"J11","07:30","Dunstable","Luton",70,65.77537,"Luton","Dunstable",70,57.16615,"Luton","Luton Airport",70,64.560326,58.40445
"228",2022-04-08,"J11A","07:30","Flitwick","Dunstable",70,68.816925,"Dunstable","Flitwick",70,60.144394,"Dunstable","Luton",70,65.77537,57.16615
"229",2022-04-08,"J12","07:30","Milton Keynes","Flitwick",70,67.335594,"Flitwick","Bedford",70,59.79641,"Flitwick","Dunstable",70,68.816925,60.144394
"230",2022-04-08,"J13","07:30","Milton Keynes","Milton Keynes",70,68.41599,"Bedford","Milton Keynes",70,59.800236,"Milton Keynes","Flitwick",70,67.335594,59.79641
"231",2022-04-08,"J14","07:30","Northampton","Milton Keynes",70,59.083473,"Milton Keynes","Northampton",70,56.979847,"Milton Keynes","Milton Keynes",70,68.41599,59.800236
"232",2022-04-08,"J15","07:30","Northampton","Northampton",70,59.306347,"Northampton","Northampton",70,52.295345,"Northampton","Milton Keynes",70,59.083473,56.979847
"233",2022-04-08,"J15A","07:30","Northampton","Northampton",70,57.2774,"Northampton","Northampton",70,54.33491,"Northampton","Northampton",70,59.306347,52.295345
"234",2022-04-08,"J16","07:30","Coventry","Northampton",70,63.806408,"Northampton","Limited Access",70,64.396614,"Northampton","Northampton",70,57.2774,54.33491
"235",2022-04-08,"J17","07:30","Rugby","Coventry",70,68.32918,"Limited Access","Rugby",70,68.35083,"Coventry","Northampton",70,63.806408,64.396614
"236",2022-04-08,"J18","07:30","Birmingham","Rugby",70,67.04932,"Rugby","Birmingham",70,68.00125,"Rugby","Coventry",70,68.32918,68.35083
"237",2022-04-08,"J19","07:30","Lutterworth / Rugby","Birmingham",70,69.99538,"Birmingham","Lutterworth / Rugby",70,67.57888,"Birmingham","Rugby",70,67.04932,68.00125
"238",2022-04-08,"J20","07:30","Leicester","Lutterworth / Rugby",70,63.03236,"Lutterworth / Rugby","Leicester",70,66.671295,"Lutterworth / Rugby","Birmingham",70,69.99538,67.57888
"239",2022-04-08,"J21","07:30","Leicester","Leicester",70,66.99833,"Leicester","Limited Access",70,62.725834,"Leicester","Lutterworth / Rugby",70,63.03236,66.671295
"240",2022-04-08,"J21A","07:30","Coalville / Leicester","Leicester",70,66.90767,"Limited Access","Leicester",70,65.86535,"Leicester","Leicester",70,66.99833,62.725834
"241",2022-04-08,"J22","07:30","Loughborough","Coalville / Leicester",70,63.854683,"Leicester","Loughborough",70,68.011345,"Coalville / Leicester","Leicester",70,66.90767,65.86535
"242",2022-04-08,"J23","07:30","Nottingham / East Mids Airport","Loughborough",70,64.08528,"Loughborough","Birmingham",70,68.75777,"Loughborough","Coalville / Leicester",70,63.854683,68.011345
"243",2022-04-08,"J23A","07:30","Derby","Nottingham / East Mids Airport",70,65.41353,"Birmingham","East Mids Airport / Loughborough",70,66.52836,"Nottingham / East Mids Airport","Loughborough",70,64.08528,68.75777
"244",2022-04-08,"J24","07:30","Derby","Derby",70,66.48672,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,64.67779,"Derby","Nottingham / East Mids Airport",70,65.41353,66.52836
"245",2022-04-08,"J24A","07:30","Nottingham / Derby","Derby",70,67.65733,"East Mids Airport / Loughborough","Nottingham / Derby",70,67.72946,"Derby","Derby",70,66.48672,64.67779
"246",2022-04-08,"J25","07:30","Nottingham","Nottingham / Derby",70,67.71579,"Nottingham / Derby","Nottingham",70,68.106094,"Nottingham / Derby","Derby",70,67.65733,67.72946
"247",2022-04-08,"J26","07:30","Mansfield","Nottingham",70,67.108086,"Nottingham","Nottingham / Langley Mill",70,70,"Nottingham","Nottingham / Derby",70,67.71579,68.106094
"248",2022-04-08,"J27","07:30","Mansfield","Mansfield",70,65.14448,"Nottingham / Langley Mill","Mansfield",70,70,"Mansfield","Nottingham",70,67.108086,70
"249",2022-04-08,"J28","07:30","Chesterfield / Mansfield","Mansfield",70,68.243416,"Mansfield","Mansfield / Chesterfield",70,69.41194,"Mansfield","Mansfield",70,65.14448,70
"250",2022-04-08,"J29","07:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,68.9722,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,67.611435,"Chesterfield / Mansfield","Mansfield",70,68.243416,69.41194
"251",2022-04-08,"J29A","07:30","Sheffield","Chesterfield (E) / Bolsover",70,63.133636,"Chesterfield (E) / Bolsover","Worksop",70,67.6193,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,68.9722,67.611435
"252",2022-04-08,"J30","07:30","Sheffield","Sheffield",70,65.735344,"Worksop","Worksop",70,65.37293,"Sheffield","Chesterfield (E) / Bolsover",70,63.133636,67.6193
"253",2022-04-08,"J31","07:30","Doncaster","Sheffield",70,68.874466,"Worksop","Sheffield",70,61.614426,"Sheffield","Sheffield",70,65.735344,65.37293
"254",2022-04-08,"J32","07:30","Sheffield Airport / Rotherham","Doncaster",70,61.096947,"Sheffield","Rotherham",70,62.19712,"Doncaster","Sheffield",70,68.874466,61.614426
"255",2022-04-08,"J33","07:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,66.50793,"Rotherham","Sheffield / Rotherham",70,57.29073,"Sheffield Airport / Rotherham","Doncaster",70,61.096947,62.19712
"256",2022-04-08,"J34","07:30","Sheffield / Rotherham","Sheffield / Rotherham",70,68.488884,"Sheffield / Rotherham","Sheffield / Rotherham",70,58.323177,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,66.50793,57.29073
"257",2022-04-08,"J35","07:30","Chapeltown","Sheffield / Rotherham",70,65.86535,"Sheffield / Rotherham","Limited Access",70,64.91341,"Sheffield / Rotherham","Sheffield / Rotherham",70,68.488884,58.323177
"258",2022-04-08,"J35A","07:30","Barnsley","Chapeltown",70,65.86535,"Limited Access","Hoyland",70,62.758495,"Chapeltown","Sheffield / Rotherham",70,65.86535,64.91341
"259",2022-04-08,"J36","07:30","Barnsley","Barnsley",70,67.03884,"Hoyland","Barnsley",70,70,"Barnsley","Chapeltown",70,65.86535,62.758495
"260",2022-04-08,"J37","07:30","Huddersfield","Barnsley",70,67.914085,"Barnsley","Barnsley",70,70,"Barnsley","Barnsley",70,67.03884,70
"261",2022-04-08,"J38","07:30","Wakefield","Huddersfield",70,70,"Barnsley","Wakefield",70,70,"Huddersfield","Barnsley",70,67.914085,70
"262",2022-04-08,"J39","07:30","Dewsbury / Wakefield","Wakefield",70,66.61099,"Wakefield","Wakefield / Dewsbury",70,70,"Wakefield","Huddersfield",70,70,70
